Dealer Billing Statement for: April 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hiley Cars Fort Worth, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Manufacturer Name,Plant Name,Invoice Date,Invoice Number,Interest Start Date,Maturity Date,Description,Type,Model Number,Serial No/VIN,Stock/Lease No,Original Amount,Beginning Balance,Advances,Last Advance Date,Principal Payments,Principal Adjustments,Monthly Activity,Ending Balance,Current Curtailments,Past Due Curtailments,Current Maturities,Past Due Maturities,Total Principal Due,Interest Amount,Prior Period Interest Billed Current Month,Flat Charges Amount,Item Fee Amount,Total Interest / Charges / Fees Due,Inception to Date Interest,Average Daily Billing Balance
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34149,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR41TD034149,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$202.45 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,34199,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR45TD034199,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$230.53 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34329,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR43TD034329,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$204.90 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,34434,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR40TD034434,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$230.53 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34458,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR43TD034458,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$202.45 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,34508,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR43TD034508,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$227.77 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,7/21/2025,34554,7/21/2025,2/21/2027,2026 Buick BUCK ENCOR G,Automobile,BUCK ENCOR G,KL4AMDSLXTB034554,B35056,"$29,648.45 ","$29,648.45 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$29,648.45 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$122.67 ,$0.00 ,$0.00 ,$0.00 ,$122.67 ,"$1,226.80 ","$29,648.45 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,34696,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR48TD034696,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$230.53 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,34708,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR40TD034708,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$227.77 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34712,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR42TD034712,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$204.90 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34737,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR47TD034737,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$202.45 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34780,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR48TD034780,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$202.45 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,34863,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR41TD034863,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$202.45 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,35120,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR44TD035120,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$227.77 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/30/2026,35366,3/30/2026,10/30/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR43TD035366,,"$46,428.13 ","$46,428.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$46,428.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$0.00 ,$0.00 ,$0.00 ,$192.09 ,$204.90 ,"$46,428.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,3/26/2026,35584,3/26/2026,10/26/2027,2026 Buick BUCK ENVSN S,Automobile,BUCK ENVSN S,LRBFZPR42TD035584,,"$45,873.13 ","$45,873.13 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$45,873.13 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$0.00 ,$0.00 ,$0.00 ,$189.79 ,$227.77 ,"$45,873.13 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,51589,2/17/2026,9/17/2027,2026 Buick ENCORE,Automobile,ENCORE,KL4AMBSL9TB051589,B36279,"$29,518.00 ","$29,518.00 ",$0.00 ,,"($29,518.00)",$0.00 ,"($29,518.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$118.05 ,$0.00 ,$0.00 ,$0.00 ,$118.05 ,$293.24 ,"$28,534.07 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,8/25/2025,51953,8/25/2025,3/25/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LBEPXTB051953,B35282,"$28,390.10 ","$28,390.10 ",$0.00 ,,"($28,390.10)",$0.00 ,"($28,390.10)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$50.90 ,$0.00 ,$0.00 ,$0.00 ,$50.90 ,$952.35 ,"$12,302.38 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,53463,2/17/2026,9/17/2027,2026 Buick ENCORE,Automobile,ENCORE,KL4AMBSL8TB053463,B36278,"$29,518.00 ","$29,518.00 ",$0.00 ,,"($29,518.00)",$0.00 ,"($29,518.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$65.13 ,$0.00 ,$0.00 ,$0.00 ,$65.13 ,$240.32 ,"$15,742.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,10/3/2025,63551,10/3/2025,5/3/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LBEP6TB063551,B35520,"$29,496.80 ","$29,496.80 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$29,496.80 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$122.04 ,$0.00 ,$0.00 ,$0.00 ,$122.04 ,$880.09 ,"$29,496.80 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,68648,2/17/2026,9/17/2027,2026 Buick ENVISTA,Automobile,ENVISTA,KL47LAEPXTB068648,B36263,"$26,925.61 ","$26,925.61 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$26,925.61 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$111.40 ,$0.00 ,$0.00 ,$0.00 ,$111.40 ,$271.21 ,"$26,925.61 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,11/13/2025,81642,11/13/2025,6/13/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP8TB081642,,"$27,560.45 ","$27,560.45 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,560.45 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$114.03 ,$0.00 ,$0.00 ,$0.00 ,$114.03 ,$652.87 ,"$27,560.45 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,86459,2/17/2026,9/17/2027,2026 Buick ENCORE,Automobile,ENCORE,KL4AMBSL6TB086459,B36277,"$29,518.00 ","$29,518.00 ",$0.00 ,,"($29,518.00)",$0.00 ,"($29,518.00)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$81.42 ,$0.00 ,$0.00 ,$0.00 ,$81.42 ,$256.61 ,"$19,678.67 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,88010,2/17/2026,9/17/2027,2026 Buick ENVISTA,Automobile,ENVISTA,KL47LCEP1TB088010,B36273,"$32,404.20 ","$32,404.20 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$32,404.20 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$134.07 ,$0.00 ,$0.00 ,$0.00 ,$134.07 ,$326.39 ,"$32,404.20 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,12/1/2025,93464,12/1/2025,7/1/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP4TB093464,,"$27,427.03 ","$27,427.03 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,427.03 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$113.47 ,$0.00 ,$0.00 ,$0.00 ,$113.47 ,$577.25 ,"$27,427.03 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,1/2/2026,102154,1/2/2026,8/2/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP3TB102154,,"$27,467.05 ","$27,467.05 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,467.05 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$113.64 ,$0.00 ,$0.00 ,$0.00 ,$113.64 ,$451.79 ,"$27,467.05 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,12/31/2025,104485,12/31/2025,7/31/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP3TB104485,,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$467.35 ,"$27,924.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,9/23/2024,106039,9/23/2024,4/23/2026,2025 Buick BUCK ENCLV E,Automobile,BUCK ENCLV E,5GAERBRS4SJ106039,B34054,"$54,687.80 ","$21,875.12 ",$0.00 ,,"($21,875.12)",$0.00 ,"($21,875.12)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$24.13 ,$0.00 ,$0.00 ,$0.00 ,$24.13 ,"$4,254.76 ","$5,833.37 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,4/22/2026,106039,4/22/2026,11/22/2027,2026 Buick ENCLAVE,Automobile,ENCLAVE,5GAERBRS4SJ106039,B34054,"$53,000.00 ",$0.00 ,"$53,000.00 ",4/22/2026,$0.00 ,$0.00 ,"$53,000.00 ","$53,000.00 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$65.78 ,$0.00 ,$0.00 ,$0.00 ,$65.78 ,$65.78 ,"$15,900.00 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,1/8/2026,106494,1/8/2026,8/8/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP3TB106494,G35156,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$436.06 ,"$27,924.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,1/14/2026,109029,1/14/2026,8/14/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP2TB109029,B36163,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$412.80 ,"$27,924.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,109357,2/17/2026,9/17/2027,2026 Buick ENVISTA,Automobile,ENVISTA,KL47LBEP0TB109357,B36265,"$30,438.81 ","$30,438.81 ",$0.00 ,,"($30,438.81)",$0.00 ,"($30,438.81)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.19 ,$0.00 ,$0.00 ,$0.00 ,$25.19 ,$205.84 ,"$6,087.76 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,1/12/2026,110719,1/12/2026,8/12/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEPXTB110719,,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$420.55 ,"$27,924.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,110824,2/17/2026,9/17/2027,2026 Buick ENVISTA,Automobile,ENVISTA,KL47LBEPXTB110824,B36272,"$30,438.81 ","$30,438.81 ",$0.00 ,,"($30,438.81)",$0.00 ,"($30,438.81)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$25.19 ,$0.00 ,$0.00 ,$0.00 ,$25.19 ,$205.84 ,"$6,087.76 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/17/2026,113071,2/17/2026,9/17/2027,2026 Buick ENVISTA,Automobile,ENVISTA,KL47LBEP2TB113071,B36269,"$29,891.40 ","$29,891.40 ",$0.00 ,,"($29,891.40)",$0.00 ,"($29,891.40)",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$28.86 ,$0.00 ,$0.00 ,$0.00 ,$28.86 ,$206.26 ,"$6,974.66 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,12/26/2025,113609,12/26/2025,7/26/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP7TB113609,G35109,"$27,467.05 ","$27,467.05 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,467.05 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$113.64 ,$0.00 ,$0.00 ,$0.00 ,$113.64 ,$479.42 ,"$27,467.05 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/6/2026,115132,2/6/2026,9/6/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP3TB115132,,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$323.68 ,"$27,924.93 "
"3535 West Loop 820 South  Fort Worth, TX 76116",Buick,Auto - Buick Plant - New - E,2/6/2026,115137,2/6/2026,9/6/2027,2026 Buick BUCK ENVIST,Automobile,BUCK ENVIST,KL47LAEP2TB115137,,"$27,924.93 ","$27,924.93 ",$0.00 ,,$0.00 ,$0.00 ,$0.00 ,"$27,924.93 ",$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$0.00 ,$0.00 ,$0.00 ,$115.53 ,$323.68 ,"$27,924.93 "
